vehicle,brand,model,category,sales,year,month,date,brandTesla,modelModel3,source
Volvo XC90 T8,Volvo,XC90 T8,phev,105,2019,2,2019-02-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,54,2019,2,2019-02-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,100,2019,2,2019-02-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,95,2019,2,2019-02-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,0,2019,2,2019-02-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,95,2019,2,2019-02-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,47,2019,2,2019-02-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,27,2019,2,2019-02-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,68,2019,2,2019-02-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,185,2019,2,2019-02-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,32,2019,2,2019-02-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,58,2019,2,2019-02-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,87,2019,2,2019-02-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,63,2019,2,2019-02-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,71,2019,2,2019-02-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,45,2019,2,2019-02-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,210,2019,2,2019-02-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,10,2019,2,2019-02-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,11,2019,2,2019-02-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,38,2019,2,2019-02-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,2,2019-02-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,1,2019,2,2019-02-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,14,2019,2,2019-02-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,1,2019,2,2019-02-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,2,2019,2,2019-02-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,10175,2019,3,2019-03-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1820,2019,3,2019-03-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,2175,2019,3,2019-03-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2166,2019,3,2019-03-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,2275,2019,3,2019-03-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1314,2019,3,2019-03-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1311,2019,3,2019-03-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,611,2019,3,2019-03-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,436,2019,3,2019-03-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,383,2019,3,2019-03-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,0,2019,3,2019-03-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1230,2019,3,2019-03-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,581,2019,3,2019-03-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,359,2019,3,2019-03-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,230,2019,3,2019-03-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,341,2019,3,2019-03-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,212,2019,3,2019-03-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,175,2019,3,2019-03-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,135,2019,3,2019-03-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,195,2019,3,2019-03-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,127,2019,3,2019-03-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,155,2019,3,2019-03-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,94,2019,3,2019-03-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,125,2019,3,2019-03-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,110,2019,3,2019-03-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,0,2019,3,2019-03-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,115,2019,3,2019-03-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,91,2019,3,2019-03-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,52,2019,3,2019-03-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,92,2019,3,2019-03-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,175,2019,3,2019-03-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,28,2019,3,2019-03-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,90,2019,3,2019-03-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,33,2019,3,2019-03-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,45,2019,3,2019-03-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,7,2019,3,2019-03-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,55,2019,3,2019-03-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,45,2019,3,2019-03-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,22,2019,3,2019-03-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,8,2019,3,2019-03-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,26,2019,3,2019-03-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,3,2019-03-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,2,2019,3,2019-03-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,15,2019,3,2019-03-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,3,2019,3,2019-03-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2019,3,2019-03-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,10050,2019,4,2019-04-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1399,2019,4,2019-04-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1050,2019,4,2019-04-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,910,2019,4,2019-04-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,825,2019,4,2019-04-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,951,2019,4,2019-04-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,981,2019,4,2019-04-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,585,2019,4,2019-04-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,416,2019,4,2019-04-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,347,2019,4,2019-04-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,253,2019,4,2019-04-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,405,2019,4,2019-04-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,400,2019,4,2019-04-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,331,2019,4,2019-04-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,245,2019,4,2019-04-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,163,2019,4,2019-04-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,237,2019,4,2019-04-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,220,2019,4,2019-04-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,173,2019,4,2019-04-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,155,2019,4,2019-04-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,77,2019,4,2019-04-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,100,2019,4,2019-04-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,63,2019,4,2019-04-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,85,2019,4,2019-04-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,150,2019,4,2019-04-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,40,2019,4,2019-04-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,70,2019,4,2019-04-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,87,2019,4,2019-04-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,47,2019,4,2019-04-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,88,2019,4,2019-04-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,53,2019,4,2019-04-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,9,2019,4,2019-04-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,85,2019,4,2019-04-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,20,2019,4,2019-04-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,37,2019,4,2019-04-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,46,2019,4,2019-04-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,35,2019,4,2019-04-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,7,2019,4,2019-04-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,35,2019,4,2019-04-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,5,2019,4,2019-04-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,9,2019,4,2019-04-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,4,2019-04-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,0,2019,4,2019-04-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,8,2019,4,2019-04-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,2,2019,4,2019-04-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2019,4,2019-04-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,13950,2019,5,2019-05-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1914,2019,5,2019-05-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1375,2019,5,2019-05-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1396,2019,5,2019-05-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1025,2019,5,2019-05-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1216,2019,5,2019-05-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,816,2019,5,2019-05-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,605,2019,5,2019-05-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,727,2019,5,2019-05-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,390,2019,5,2019-05-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,856,2019,5,2019-05-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,408,2019,5,2019-05-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,264,2019,5,2019-05-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,439,2019,5,2019-05-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,329,2019,5,2019-05-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,232,2019,5,2019-05-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,228,2019,5,2019-05-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,264,2019,5,2019-05-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,215,2019,5,2019-05-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,170,2019,5,2019-05-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,91,2019,5,2019-05-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,120,2019,5,2019-05-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,63,2019,5,2019-05-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,95,2019,5,2019-05-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,185,2019,5,2019-05-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,119,2019,5,2019-05-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,105,2019,5,2019-05-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,145,2019,5,2019-05-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,65,2019,5,2019-05-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,82,2019,5,2019-05-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,27,2019,5,2019-05-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,61,2019,5,2019-05-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,106,2019,5,2019-05-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,60,2019,5,2019-05-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,85,2019,5,2019-05-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,40,2019,5,2019-05-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,50,2019,5,2019-05-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,5,2019-05-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,51,2019,5,2019-05-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,0,2019,5,2019-05-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,4,2019,5,2019-05-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,5,2019-05-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,1,2019,5,2019-05-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,12,2019,5,2019-05-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,0,2019,5,2019-05-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2019,5,2019-05-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,21225,2019,6,2019-06-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1144,2019,6,2019-06-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,2725,2019,6,2019-06-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1659,2019,6,2019-06-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1750,2019,6,2019-06-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1156,2019,6,2019-06-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1030,2019,6,2019-06-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,675,2019,6,2019-06-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,908,2019,6,2019-06-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,391,2019,6,2019-06-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,726,2019,6,2019-06-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,333,2019,6,2019-06-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,366,2019,6,2019-06-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,473,2019,6,2019-06-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,351,2019,6,2019-06-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,222,2019,6,2019-06-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,236,2019,6,2019-06-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,270,2019,6,2019-06-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,235,2019,6,2019-06-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,195,2019,6,2019-06-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,116,2019,6,2019-06-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,170,2019,6,2019-06-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,152,2019,6,2019-06-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,175,2019,6,2019-06-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,180,2019,6,2019-06-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,49,2019,6,2019-06-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,75,2019,6,2019-06-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,280,2019,6,2019-06-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,70,2019,6,2019-06-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,52,2019,6,2019-06-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,25,2019,6,2019-06-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,62,2019,6,2019-06-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,74,2019,6,2019-06-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,25,2019,6,2019-06-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,44,2019,6,2019-06-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,30,2019,6,2019-06-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,40,2019,6,2019-06-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,6,2019-06-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,60,2019,6,2019-06-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,51,2019,6,2019-06-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,8,2019,6,2019-06-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,6,2019-06-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,0,2019,6,2019-06-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,6,2019,6,2019-06-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,2,2019,6,2019-06-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,2,2019,6,2019-06-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,12550,2019,7,2019-07-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2950,2019,7,2019-07-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1225,2019,7,2019-07-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,985,2019,7,2019-07-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,975,2019,7,2019-07-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,938,2019,7,2019-07-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,800,2019,7,2019-07-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,720,2019,7,2019-07-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,444,2019,7,2019-07-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,385,2019,7,2019-07-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,678,2019,7,2019-07-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,250,2019,7,2019-07-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,460,2019,7,2019-07-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,304,2019,7,2019-07-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,325,2019,7,2019-07-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,213,2019,7,2019-07-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,213,2019,7,2019-07-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,265,2019,7,2019-07-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,230,2019,7,2019-07-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,165,2019,7,2019-07-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,150,2019,7,2019-07-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,110,2019,7,2019-07-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,105,2019,7,2019-07-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,140,2019,7,2019-07-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,170,2019,7,2019-07-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,80,2019,7,2019-07-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,95,2019,7,2019-07-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,101,2019,7,2019-07-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,115,2019,7,2019-07-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,47,2019,7,2019-07-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,16,2019,7,2019-07-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,55,2019,7,2019-07-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,56,2019,7,2019-07-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,40,2019,7,2019-07-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,40,2019,7,2019-07-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,35,2019,7,2019-07-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,45,2019,7,2019-07-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,0,2019,7,2019-07-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,50,2019,7,2019-07-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,35,2019,7,2019-07-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,4,2019,7,2019-07-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,7,2019-07-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,1,2019,7,2019-07-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,2,2019,7,2019-07-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,2,2019,7,2019-07-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2019,7,2019-07-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,12350,2019,8,2019-08-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2500,2019,8,2019-08-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1825,2019,8,2019-08-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1720,2019,8,2019-08-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1050,2019,8,2019-08-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1117,2019,8,2019-08-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,840,2019,8,2019-08-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,620,2019,8,2019-08-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,606,2019,8,2019-08-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,395,2019,8,2019-08-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,593,2019,8,2019-08-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,274,2019,8,2019-08-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,689,2019,8,2019-08-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,385,2019,8,2019-08-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,300,2019,8,2019-08-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,277,2019,8,2019-08-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,160,2019,8,2019-08-01,Other,Other,insideEVs.com
